runner_status,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_return_code,runner_error,run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_material_count,param_geometry_count,param_overdraw_count,param_to_remain_only_in_camera,param_z_min,param_z_max,param_xy_minmax,param_radius,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_geometry_div,param_object_count,param_alu_calc_count,param_renderer_variant
success,quad_alu_orthogonal,0,90,0,0,,90,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00090.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,96,Forward,forward,,,total,1.02883,1.02973,1.43027,1.03441,1.02899,1.02931,1.03526,1.03603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.02883,1.02973,1.43027,1.03441,1.02899,1.02931,1.03526,1.03603,149124,0,16,96,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,96,1
success,quad_alu_orthogonal,0,91,0,0,,91,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00091.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,96,ForwardPrepass,depth_prepass,forward,,total,0.01514,0.01555,0.01616,0.01557,0.01517,0.01530,0.01590,0.01616,1.04294,1.04378,1.04982,1.04505,1.04307,1.04333,1.04938,1.04979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.05834,1.05933,1.06554,1.06062,1.05843,1.05882,1.06502,1.06550,149124,0,16,96,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,96,2
success,quad_alu_orthogonal,0,92,0,0,,92,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00092.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,96,VisBuf,visibility,resolve,,total,0.02541,0.02627,0.02746,0.02629,0.02557,0.02576,0.02672,0.02704,0.97482,0.97517,0.97606,0.97521,0.97485,0.97491,0.97555,0.97594,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00058,1.00150,1.00256,1.00149,1.00058,1.00096,1.00198,1.00253,149124,0,16,96,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,96,4
success,quad_alu_orthogonal,0,93,0,0,,93,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00093.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,128,Forward,forward,,,total,1.36637,1.36704,1.50986,1.37008,1.36640,1.36659,1.37424,1.37491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.36637,1.36704,1.50986,1.37008,1.36640,1.36659,1.37424,1.37491,149124,0,16,128,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,128,1
success,quad_alu_orthogonal,0,94,0,0,,94,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00094.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,128,ForwardPrepass,depth_prepass,forward,,total,0.01517,0.01549,0.15309,0.01778,0.01520,0.01526,0.01581,0.15245,1.39373,1.39494,1.40288,1.39597,1.39405,1.39443,1.40243,1.40285,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.40906,1.41043,1.54784,1.41375,1.40941,1.40982,1.41811,1.54653,149124,0,16,128,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,128,2
success,quad_alu_orthogonal,0,95,0,0,,95,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00095.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,128,VisBuf,visibility,resolve,,total,0.02538,0.02627,0.02717,0.02627,0.02544,0.02576,0.02675,0.02707,1.28960,1.29011,1.29091,1.29015,1.28963,1.28976,1.29059,1.29085,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.31523,1.31635,1.31802,1.31642,1.31546,1.31584,1.31702,1.31744,149124,0,16,128,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,128,4
success,quad_alu_orthogonal,0,96,0,0,,96,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00096.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,192,Forward,forward,,,total,2.04061,2.06198,2.07443,2.05891,2.04086,2.04147,2.07344,2.07424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.04061,2.06198,2.07443,2.05891,2.04086,2.04147,2.07344,2.07424,149124,0,16,192,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,192,1
success,quad_alu_orthogonal,0,97,0,0,,97,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00097.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,192,ForwardPrepass,depth_prepass,forward,,total,0.01504,0.01546,0.01616,0.01550,0.01514,0.01526,0.01574,0.01610,2.05418,2.05520,2.46003,2.06034,2.05421,2.05466,2.06624,2.06726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.06957,2.07069,2.47597,2.07584,2.06970,2.07002,2.08182,2.08272,149124,0,16,192,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,192,2
success,quad_alu_orthogonal,0,98,0,0,,98,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00098.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,516,1,1,0,1,-1,1,1,0.5,16,1,1,256,1,192,VisBuf,visibility,resolve,,total,0.02490,0.02618,0.02736,0.02610,0.02496,0.02538,0.02678,0.02733,1.89773,1.92022,1.92150,1.91436,1.89776,1.89824,1.92077,1.92141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.92272,1.94640,1.94870,1.94047,1.92307,1.92387,1.94726,1.94842,149124,0,16,192,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,16,516,192,4
success,quad_alu_orthogonal,0,99,0,0,,99,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00099.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,0,Forward,forward,,,total,0.01965,0.02019,0.02099,0.02021,0.01965,0.01994,0.02054,0.02096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01965,0.02019,0.02099,0.02021,0.01965,0.01994,0.02054,0.02096,149375,0,24,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,0,1
success,quad_alu_orthogonal,0,100,0,0,,100,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00100.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.01309,0.01354,0.01418,0.01357,0.01315,0.01334,0.01389,0.01411,0.02230,0.02291,0.02314,0.02291,0.02246,0.02275,0.02307,0.02314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03587,0.03648,0.03706,0.03647,0.03587,0.03616,0.03686,0.03702,149375,0,24,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,0,2
success,quad_alu_orthogonal,0,101,0,0,,101,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00101.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.02582,0.02666,0.02803,0.02666,0.02602,0.02618,0.02710,0.02758,0.02659,0.02675,0.02694,0.02674,0.02662,0.02666,0.02682,0.02691,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05270,0.05338,0.05469,0.05340,0.05283,0.05293,0.05386,0.05430,149375,0,24,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,0,4
success,quad_alu_orthogonal,0,102,0,0,,102,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00102.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,1,Forward,forward,,,total,0.02899,0.02970,0.03107,0.02980,0.02909,0.02938,0.03043,0.03091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02899,0.02970,0.03107,0.02980,0.02909,0.02938,0.03043,0.03091,149375,0,24,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,1,1
success,quad_alu_orthogonal,0,103,0,0,,103,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00103.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,1,ForwardPrepass,depth_prepass,forward,,total,0.01302,0.01360,0.01405,0.01361,0.01322,0.01334,0.01395,0.01405,0.04211,0.04221,0.04240,0.04221,0.04211,0.04211,0.04230,0.04234,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05526,0.05578,0.05635,0.05582,0.05536,0.05558,0.05616,0.05629,149375,0,24,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,1,2
success,quad_alu_orthogonal,0,104,0,0,,104,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00104.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,1,VisBuf,visibility,resolve,,total,0.02582,0.02662,0.02762,0.02666,0.02586,0.02621,0.02717,0.02762,0.04304,0.04323,0.04400,0.04324,0.04304,0.04314,0.04336,0.04349,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06902,0.06986,0.07091,0.06990,0.06915,0.06944,0.07043,0.07088,149375,0,24,1,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,1,4
success,quad_alu_orthogonal,0,105,0,0,,105,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00105.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,2,Forward,forward,,,total,0.03990,0.04022,0.04122,0.04031,0.03994,0.04003,0.04074,0.04112,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03990,0.04022,0.04122,0.04031,0.03994,0.04003,0.04074,0.04112,149375,0,24,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,2,1
success,quad_alu_orthogonal,0,106,0,0,,106,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00106.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,2,ForwardPrepass,depth_prepass,forward,,total,0.01315,0.01357,0.01418,0.01360,0.01322,0.01341,0.01389,0.01405,0.05267,0.05306,0.05325,0.05307,0.05277,0.05296,0.05318,0.05325,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06621,0.06666,0.06723,0.06667,0.06627,0.06643,0.06694,0.06723,149375,0,24,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,2,2
success,quad_alu_orthogonal,0,107,0,0,,107,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00107.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,2,VisBuf,visibility,resolve,,total,0.02579,0.02666,0.02752,0.02667,0.02608,0.02624,0.02710,0.02752,0.04954,0.04979,0.05005,0.04980,0.04957,0.04970,0.04992,0.05005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07581,0.07645,0.07734,0.07647,0.07581,0.07603,0.07693,0.07728,149375,0,24,2,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,2,4
success,quad_alu_orthogonal,0,108,0,0,,108,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00108.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,4,Forward,forward,,,total,0.06163,0.06214,0.06282,0.06212,0.06173,0.06189,0.06234,0.06269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06163,0.06214,0.06282,0.06212,0.06173,0.06189,0.06234,0.06269,149375,0,24,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,4,1
success,quad_alu_orthogonal,0,109,0,0,,109,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00109.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.01312,0.01360,0.01440,0.01362,0.01318,0.01341,0.01389,0.01424,0.07430,0.07459,0.07510,0.07459,0.07430,0.07440,0.07472,0.07507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08749,0.08822,0.08947,0.08821,0.08774,0.08787,0.08851,0.08883,149375,0,24,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,4,2
success,quad_alu_orthogonal,0,110,0,0,,110,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00110.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.02602,0.02672,0.02755,0.02673,0.02602,0.02627,0.02723,0.02755,0.06909,0.06928,0.07482,0.06938,0.06909,0.06918,0.06950,0.07254,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09526,0.09603,0.10125,0.09611,0.09526,0.09562,0.09654,0.09949,149375,0,24,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,4,4
success,quad_alu_orthogonal,0,111,0,0,,111,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00111.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,8,Forward,forward,,,total,0.10490,0.10544,0.10595,0.10544,0.10493,0.10518,0.10573,0.10592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.10490,0.10544,0.10595,0.10544,0.10493,0.10518,0.10573,0.10592,149375,0,24,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,8,1
success,quad_alu_orthogonal,0,112,0,0,,112,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00112.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,239,1,1,0,1,-1,1,1,0.5,24,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.01325,0.01370,0.01424,0.01371,0.01328,0.01350,0.01398,0.01421,0.11782,0.11830,0.11882,0.11826,0.11782,0.11802,0.11843,0.11878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13110,0.13197,0.13283,0.13198,0.13126,0.13162,0.13229,0.13254,149375,0,24,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,24,239,8,2
